,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subset__CONTACT_DATE_0_HOLIDAYS,param_subset__CONTACT_DATE_1_HOLIDAYS,param_subset__CONTACT_DATE_2_HOLIDAYS,param_subset__CONTACT_DATE_WEEKDAY,params
0,0.4969383951411023,0.49617833741433326,0.49349291410749213,0.4947497024745906,0.5068054662599346,0.4972906378671189,0.4833137832920673,0.48630955637935513,0.5031069176367591,0.49740947703924604,0.5114812319603846,0.5107690518856955,0.522970158543425,0.5223178255338359,0.48888896488516204,0.5083264366715456,0.5002864109544067,0.49396656087985447,0.5082366660738957,0.49363569210565916,0.5008237093552933,0.010552994953985904,1,0.034355771541595456,0.012801930578501416,0.025701308250427247,0.00852349973814566,True,True,True,True,"{'subset__CONTACT_DATE_0_HOLIDAYS': True, 'subset__CONTACT_DATE_1_HOLIDAYS': True, 'subset__CONTACT_DATE_2_HOLIDAYS': True, 'subset__CONTACT_DATE_WEEKDAY': True}"
1,0.47046547337318567,0.4935450665499364,0.5039576009192509,0.5105937854807601,0.5032950084127875,0.5076937676976321,0.5227222207022968,0.5140452512208802,0.5044312476916132,0.4910793674678194,0.509868781034978,0.5078767287252234,0.5290890934708562,0.5337887979973462,0.4867327606254189,0.4899961355895107,0.5029060024896379,0.48600604626349125,0.4990535614133482,0.5047270631848214,0.5035936880155397,0.014692334673672022,1,0.024990332126617432,0.008332265696524883,0.021806228160858154,0.007781217586017307,True,True,True,True,"{'subset__CONTACT_DATE_0_HOLIDAYS': True, 'subset__CONTACT_DATE_1_HOLIDAYS': True, 'subset__CONTACT_DATE_2_HOLIDAYS': True, 'subset__CONTACT_DATE_WEEKDAY': True}"
2,0.5041422718629878,0.5098542467477395,0.4970931425522892,0.5069944119940357,0.512786752937636,0.5090762349014404,0.5186500554012831,0.5273825971574354,0.5196503563465248,0.5196349671012133,0.5114188200210662,0.5083914134850827,0.5224469242028371,0.512394327182195,0.5147599961697878,0.5175086863740201,0.5112606527775878,0.5197589360217775,0.48874875176121363,0.5060804618141527,0.5119017003406152,0.008710013150940369,1,0.02498241662979126,0.014542283539985351,0.024697601795196533,0.016797770709525886,True,True,True,True,"{'subset__CONTACT_DATE_0_HOLIDAYS': True, 'subset__CONTACT_DATE_1_HOLIDAYS': True, 'subset__CONTACT_DATE_2_HOLIDAYS': True, 'subset__CONTACT_DATE_WEEKDAY': True}"
3,0.50829480322285,0.5060214697071256,0.5117847420762486,0.5293139474440174,0.516522919716017,0.5163801417178502,0.515679931056181,0.5158902507421036,0.5185961930426932,0.5313530224477792,0.5123011367522536,0.5092420967675745,0.5387073717904873,0.5237096972764456,0.501877487927992,0.5152678412650644,0.5279349000725004,0.5256889252151075,0.5128500198350273,0.5146317524588594,0.5176024325267088,0.009022502095147884,1,0.02097574472427368,0.014082603813365952,0.014226484298706054,0.008415638387974435,True,True,True,True,"{'subset__CONTACT_DATE_0_HOLIDAYS': True, 'subset__CONTACT_DATE_1_HOLIDAYS': True, 'subset__CONTACT_DATE_2_HOLIDAYS': True, 'subset__CONTACT_DATE_WEEKDAY': True}"
4,0.5181114318153839,0.5237584298865984,0.5196289823947033,0.5173470992982503,0.5103543972203604,0.505745318249593,0.5000094045388014,0.5086470459488666,0.5150104988851347,0.507314166313284,0.5230847229251878,0.5246928990602302,0.5123746631465194,0.5098029492633681,0.517052993721188,0.5137579853084004,0.5079502551194889,0.5055597923477833,0.5140290070174958,0.5163801417178502,0.5135306092089245,0.0064890844824443475,1,0.025010883808135986,0.013240773600333213,0.022359466552734374,0.013437091488361771,True,True,True,True,"{'subset__CONTACT_DATE_0_HOLIDAYS': True, 'subset__CONTACT_DATE_1_HOLIDAYS': True, 'subset__CONTACT_DATE_2_HOLIDAYS': True, 'subset__CONTACT_DATE_WEEKDAY': True}"
5,0.49962467340601613,0.5097773005211824,0.5028119571016237,0.49207795849691527,0.5140042132333831,0.510100474672722,0.5068234203794646,0.4968623038726181,0.5268696223137217,0.5184953079900962,0.5220203001244819,0.5055213192345047,0.48426706154330185,0.4883811197898855,0.5210755714539759,0.5223297949468558,0.5090651204464933,0.509767895982381,0.5254341477093964,0.5178156163221755,0.5091562589770597,0.012022557079259357,1,0.029446721076965332,0.015114371747090016,0.026194179058074953,0.011802296731373792,True,True,True,True,"{'subset__CONTACT_DATE_0_HOLIDAYS': True, 'subset__CONTACT_DATE_1_HOLIDAYS': True, 'subset__CONTACT_DATE_2_HOLIDAYS': True, 'subset__CONTACT_DATE_WEEKDAY': True}"
6,0.4919471499117683,0.5014773675498954,0.4749480185491704,0.47542850498611544,0.5032360163057603,0.5029068574477108,0.4977993379204684,0.5013029561030328,0.49877911987196144,0.4855939564723746,0.5233548896762102,0.5203249182660082,0.5033770843877816,0.5178583642258183,0.48258621397206686,0.47612615077356607,0.532827825123456,0.5294054279578129,0.5140956937471786,0.5056735017714731,0.5019524677509815,0.017017546210193406,1,0.014909029006958008,0.008720337418744959,0.014986741542816161,0.014279513240807395,True,True,True,True,"{'subset__CONTACT_DATE_0_HOLIDAYS': True, 'subset__CONTACT_DATE_1_HOLIDAYS': True, 'subset__CONTACT_DATE_2_HOLIDAYS': True, 'subset__CONTACT_DATE_WEEKDAY': True}"
7,0.5189971683788627,0.5146514164945352,0.5065797573287006,0.512935515642313,0.5035540607088628,0.5095866448709355,0.5235609345717686,0.5174351599797545,0.5240209020149652,0.5233899429571973,0.5367794413361969,0.5174710682188145,0.5196409518077233,0.5254102088833563,0.5189313366072528,0.5181430652640794,0.497576193863453,0.48975332749681955,0.5092788599647073,0.521532974022954,0.5154614465206626,0.010320838699008572,1,0.015916383266448973,0.00903827053980285,0.01923038959503174,0.015654167267527462,True,True,True,True,"{'subset__CONTACT_DATE_0_HOLIDAYS': True, 'subset__CONTACT_DATE_1_HOLIDAYS': True, 'subset__CONTACT_DATE_2_HOLIDAYS': True, 'subset__CONTACT_DATE_WEEKDAY': True}"
8,0.4877151074511306,0.48175690464139637,0.5163117450720217,0.5130107519527242,0.5169854520334323,0.5092933942519459,0.4971803482757205,0.49082458996210826,0.5136083676456507,0.508900113538432,0.49985209225339594,0.5068866872768559,0.5045116137504617,0.5114410489309605,0.5207917253737876,0.5113256295911248,0.5215517831005567,0.5212243341586529,0.5084127874369041,0.5112281643708193,0.507640632053404,0.010848899453897397,1,0.028103530406951904,0.015064287852327754,0.01968216896057129,0.01202089620412081,True,True,True,True,"{'subset__CONTACT_DATE_0_HOLIDAYS': True, 'subset__CONTACT_DATE_1_HOLIDAYS': True, 'subset__CONTACT_DATE_2_HOLIDAYS': True, 'subset__CONTACT_DATE_WEEKDAY': True}"
9,0.5088274421022393,0.5111990957963422,0.4942435672954598,0.5158517776288251,0.5077980725825205,0.5117625131663543,0.5062779571289824,0.5132774988714554,0.5111212946117122,0.5247920741966814,0.4953088450542386,0.5032582452156547,0.5150275980465918,0.5130107519527242,0.5147796602054636,0.5021126013980275,0.5138947786000575,0.506208705525081,0.5216766069791937,0.5315368384334432,0.5110982962395525,0.008729862674244521,1,0.024912381172180177,0.013794855068424827,0.025743401050567626,0.018742105222509537,True,True,True,True,"{'subset__CONTACT_DATE_0_HOLIDAYS': True, 'subset__CONTACT_DATE_1_HOLIDAYS': True, 'subset__CONTACT_DATE_2_HOLIDAYS': True, 'subset__CONTACT_DATE_WEEKDAY': True}"
10,0.5176181210073458,0.5155952902069683,0.4852716372789078,0.4779762800432267,0.49878424962039863,0.4928713595885258,0.49049799597827715,0.46123534601863125,0.5014012762814112,0.5151712310028317,0.5264754866421351,0.5305912548048644,0.5392425755440954,0.5134596049409736,0.5124866626540634,0.5143299522591412,0.5098585215381038,0.5070841825916856,0.4962364745632874,0.49629290179609586,0.5051240202180485,0.01803100719262299,1,0.030354726314544677,0.015069098357096772,0.024653029441833497,0.012253146366675002,True,True,True,True,"{'subset__CONTACT_DATE_0_HOLIDAYS': True, 'subset__CONTACT_DATE_1_HOLIDAYS': True, 'subset__CONTACT_DATE_2_HOLIDAYS': True, 'subset__CONTACT_DATE_WEEKDAY': True}"
